0.00057 0.00057
0.004457 0.003887
0.010921 0.006464
0.011451 0.00053
0.012477 0.001026
0.01375 0.001273
0.014611 0.000861
0.017096 0.002485
0.01937 0.002274
0.021801 0.002431
0.023985 0.002184
0.02616 0.002175
0.031048 0.004888
0.033214 0.002166
0.033929 0.000715
0.036423 0.002494
0.038598 0.002175
0.040041 0.001443
0.042297 0.002256
0.044719 0.002422
0.046903 0.002184
0.051674 0.004771
0.05393 0.002256
0.055637 0.001707
0.057803 0.002166
0.059987 0.002184
0.062459 0.002472
0.063404 0.000945
0.065687 0.002283
0.068069 0.002382
0.07037 0.002301
0.072842 0.002472
0.074083 0.001241
0.076528 0.002445
0.078712 0.002184
0.081148 0.002436
0.083377 0.002229
0.085084 0.001707
0.08725 0.002166
0.091714 0.004464
0.096232 0.004518
0.098425 0.002193
0.100618 0.002193
0.101014 0.000396
0.101913 0.000899
0.102592 0.000679
0.103112 0.00052
0.104047 0.000935
0.104425 0.000378
0.105086 0.000661
0.105437 0.000351
0.106044 0.000607
0.106449 0.000405
0.107155 0.000706
0.107497 0.000342
0.108131 0.000634
0.108572 0.000441
0.109224 0.000652
0.109575 0.000351
0.110214 0.000639
0.110601 0.000387
0.111204 0.000603
0.111564 0.00036
0.112728 0.001164
0.113098 0.00037
0.113728 0.00063
0.114133 0.000405
0.114682 0.000549
0.115105 0.000423
0.115663 0.000558
0.11614 0.000477
0.116806 0.000666
0.117157 0.000351
0.117823 0.000666
0.118255 0.000432
0.11893 0.000675
0.119407 0.000477
0.119983 0.000576
0.120334 0.000351
0.121 0.000666
0.121405 0.000405
0.122533 0.001128
0.122938 0.000405
0.123541 0.000603
0.123901 0.00036
0.124493 0.000592
0.124889 0.000396
0.125463 0.000574
0.125841 0.000378
0.126478 0.000637
0.126946 0.000468
0.127529 0.000583
0.127889 0.00036
0.128508 0.000619
0.128958 0.00045
0.129487 0.000529
0.129874 0.000387
0.130681 0.000807
0.131032 0.000351
0.131392 0.00036
0.132198 0.000806
0.133279 0.001081
0.133684 0.000405
0.134267 0.000583
0.13469 0.000423
0.135228 0.000538
0.135642 0.000414
0.136216 0.000574
0.136684 0.000468
0.137276 0.000592
0.137726 0.00045
0.138272 0.000546
0.138749 0.000477
0.139267 0.000518
0.139672 0.000405
0.140226 0.000554
0.140631 0.000405
0.14114 0.000509
0.141563 0.000423
0.141923 0.00036
0.142477 0.000554
0.143094 0.000617
0.143544 0.00045
0.144071 0.000527
0.144458 0.000387
0.144827 0.000369
0.145169 0.000342
0.145696 0.000527
0.146313 0.000617
0.14693 0.000617
0.147371 0.000441
0.147904 0.000533
0.148354 0.00045
0.148896 0.000542
0.149274 0.000378
0.149816 0.000542
0.150293 0.000477
0.150898 0.000605
0.151348 0.00045
0.152155 0.000807
0.152715 0.00056
0.153248 0.000533
0.15359 0.000342
0.154204 0.000614
0.154681 0.000477
0.155196 0.000515
0.155556 0.00036
0.155907 0.000351
0.156431 0.000524
0.156836 0.000405
0.157405 0.000569
0.157974 0.000569
0.158406 0.000432
0.158957 0.000551
0.159434 0.000477
0.160012 0.000578
0.160462 0.00045
0.161058 0.000596
0.161508 0.00045
0.162024 0.000516
0.162483 0.000459
0.16309 0.000607
0.163432 0.000342
0.163939 0.000507
0.164353 0.000414
0.164914 0.000561
0.165337 0.000423
0.165952 0.000615
0.166303 0.000351
0.166891 0.000588
0.16726 0.000369
0.167758 0.000498
0.168199 0.000441
0.168706 0.000507
0.169165 0.000459
0.1699 0.000735
0.170452 0.000552
0.170941 0.000489
0.171409 0.000468
0.171997 0.000588
0.172384 0.000387
0.172954 0.00057
0.173431 0.000477
0.173956 0.000525
0.174406 0.00045
0.174967 0.000561
0.175417 0.00045
0.175997 0.00058
0.176411 0.000414
0.176919 0.000508
0.177351 0.000432
0.177841 0.00049
0.17821 0.000369
0.178745 0.000535
0.179159 0.000414
0.179667 0.000508
0.180135 0.000468
0.180697 0.000562
0.181102 0.000405
0.181664 0.000562
0.182087 0.000423
0.182685 0.000598
0.183153 0.000468
0.183652 0.000499
0.184084 0.000432
0.184673 0.000589
0.185105 0.000432
0.185613 0.000508
0.186054 0.000441
0.186843 0.000789
0.187203 0.00036
0.1876 0.000397
0.188274 0.000674
0.188872 0.000598
0.189223 0.000351
0.189731 0.000508
0.190163 0.000432
0.191169 0.001006
0.191556 0.000387
0.192037 0.000481
0.192514 0.000477
0.193004 0.00049
0.193373 0.000369
0.193796 0.000423
0.194385 0.000589
0.194992 0.000607
0.195406 0.000414
0.195995 0.000589
0.196355 0.00036
0.196908 0.000553
0.197295 0.000387
0.197848 0.000553
0.198289 0.000441
0.198842 0.000553
0.199184 0.000342
0.199683 0.000499
0.20007 0.000387
0.200677 0.000607
0.201118 0.000441
0.201698 0.00058
0.20204 0.000342
0.202593 0.000553
0.203043 0.00045
0.203596 0.000553
0.204073 0.000477
0.204608 0.000535
0.205067 0.000459
0.205798 0.000731
0.206194 0.000396
0.206684 0.00049
0.20708 0.000396
0.207615 0.000535
0.208047 0.000432
0.208654 0.000607
0.209068 0.000414
0.209603 0.000535
0.209945 0.000342
0.210534 0.000589
